,HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,CUMULATIVE FROM JULY,Unnamed: 6
0,,,,QUANTITY,VALUE,QUANTITY,VALUE
38392,,France,,17351,1819,71691,11043
38393,,Germany,,27644,1208,820639,46439
38394,,Greece,,,,8324,614
38395,,Hong Kong S.A.Re.Chi,,21000,1008,490636,30560
38396,,India,,,,60828,5393
38397,,Indonesia,,,,16112,870
38398,,Italy,,,,11963,724
38399,,Japan,,122,39,17304,1092
38400,,Jordan,,,,96,8
38401,,Kuwait,,,,720,37
38402,,Kyrgyzstan/Kyrgyz R.,,,,350,25
38403,,Malaysia,,,,4200,215
38404,,Mauritius,,,,,
38405,,Morocco,,,,720,65
38406,,Nepal,,,,312,22
38407,,Netherlands,,680,52,8093,758
38408,,O.Asia(Tai.For.Pe.Ki,,,,1400,73
38409,,Oman,,,,1853,78
38410,,Philippines,,,,10000,576
38411,,Russian Federation,,,,,
38412,,Saudi Arabia,,,,,
38413,,Singapore,,55,31,4346,238
38414,,South Africa,,,,22252,2156
38415,,Spain,,,,800,41
38416,,Sweden,,,,2872,193
38417,,Switzerland,,1000,61,39912,2402
38418,,Thailand,,35238,3361,200893,13281
38419,,Turkey,,,,26965,1314
38420,,U.S.America,,87470,4644,1406417,77909
38421,,United Arab Emirates,,47440,3616,752398,41274
38422,,United Kingdom,,30050,2097,494368,28014
38423,,Viet Nam,,,,,
38424,71039100.0,"RUBIES,SAPPHIRE,EMERALD WORKED",GM,,,16201,1398
38425,,Belgium,,,,4381,241
38426,,Brunei Darussalam,,,,11200,1125
38427,,Germany,,,,620,32
38428,71039900.0,OTH SEMI/PRE STONES WORKED N.S,GM,250,26,425334,23572
38429,,Austria,,,,5450,510
38430,,China,,250,26,6361,337
38431,,France,,,,154660,7286
38432,,Hong Kong S.A.Re.Chi,,,,21125,1105
38433,,India,,,,88593,4211
38434,,Japan,,,,700,38
38435,,South Africa,,,,,
38436,,Switzerland,,,,4000,151
38437,,Thailand,,,,,
38438,,United Arab Emirates,,,,110000,8012
38439,,United Kingdom,,,,,
38440,71049000.0,OTH SYN/RECONSTI SEM/PRE STONE,GM,,,153641,10918
38441,,Afghanistan,,,,51100,504
38442,,Canada,,,,500,42
38443,,Hong Kong S.A.Re.Chi,,,,,
38444,,Saudi Arabia,,,,100841,10309
38445,,U.S.America,,,,1200,63
38446,71059000.0,OTH DUST/POWDER NAT SYN PRE ST,KG,,,89141,1788
38447,,Afghanistan,,,,,
38448,,Switzerland,,,,89136,1783
38449,,United Arab Emirates,,,,5,5
38450,71129900.0,OTH WASTE/SCRAP PRECIOUS METAL,GM,,,3248422,74959
38451,,Belgium,,,,3019829,60813
38452,,Germany,,,,15490,3017
38453,,United Arab Emirates,,,,7120,358
38454,,United Kingdom,,,,205983,10771
38455,71131100.0,ARTICLE OF JEWELLERY OF SILVER,GM,25000,2483,48631,6346
38456,,Bahrain,,25000,2483,25000,2483
38457,,Canada,,,,164,33
38458,,France,,,,20247,3442
38459,,Saudi Arabia,,,,,
38460,,U.S.America,,,,,
38461,,United Arab Emirates,,,,3200,384
38462,,United Kingdom,,,,20,4
38463,71131910.0,JEWELLERY OF GOLD,VAL,,133582,,602696
38464,,Belgium,,,,,1221
38465,,Canada,,,48544,,80967
38466,,India,,,,,
38467,,Malaysia,,,,,3210
38468,,Qatar,,,13502,,43208
38469,,Singapore,,,,,
38470,,U.S.America,,,30732,,267156
38471,,United Arab Emirates,,,32036,,171760
38472,,United Kingdom,,,8768,,35175
38473,71131920.0,MEDALS/MEDOLLION OF PRE-METALS,GM,,,,
38474,,Madagascar,,,,,
38475,,Sri Lanka,,,,,
38476,71131990.0,OTH ART OF JEWELRY-OTH PRE MTL,GM,,,524585,99132
38477,,Belgium,,,,,63
38478,,Canada,,,,95232,18455
38479,,Sri Lanka,,,,,638
38480,,Turkey,,,,685,46
38481,,U.S.America,,,,179397,33501
38482,,United Arab Emirates,,,,161956,25524
38483,,United Kingdom,,,,87315,20904
38484,,Ecuador,,,,,
38485,71141100.0,ART OF SILVER WARES W/N PLATED,GM,920,188,2389,933
38486,,Belgium,,,,200,129
38487,,Canada,,320,58,854,238
38488,,India,,,,,
38489,,U.S.America,,600,130,1200,490
38490,,United Arab Emirates,,,,120,62
38491,,United Kingdom,,,,15,15
38492,71141900.0,ART OF PRE METALS W/N PLAT,GM,639,77,1113,153
38493,,Canada,,122,16,161,29
38494,,India,,,,,
38495,,U.S.America,,517,61,917,108
38496,,United Arab Emirates,,,,32,15
38497,,United Kingdom,,,,3,2
38498,71151000.0,CATALYST INFORM WIRE/GRIL PLAT,GM,,,1700,420
38499,,United Kingdom,,,,1700,420
38500,71159000.0,OTH ART PREMET/MET CLAD P/MTL,GM,200,21,200,21
38501,,Belgium,,,,,
38502,,Kenya,,,,,
38503,,United Arab Emirates,,200,21,200,21
38504,,United Kingdom,,,,,
38505,71161000.0,ART NATURAL/CULTURED PEARLS,GM,,,,
38506,,Canada,,,,,
38507,71162000.0,ART PRECIOUS/SEMI-PRE STONES,GM,2000,184,1497954,90556
38508,,Austria,,2000,184,3051,485
38509,,Bahrain,,,,250,25
38510,,Belgium,,,,26247,525
38511,,Canada,,,,,
38512,,China,,,,1179625,53713
38513,,Germany,,,,15274,1344
38514,,Greece,,,,15,12
38515,,Hong Kong S.A.Re.Chi,,,,5500,802
38516,,India,,,,252578,32279
38517,,Japan,,,,962,33
38518,,Kuwait,,,,,
38519,,Malaysia,,,,125,53
38520,,Netherlands,,,,801,77
38521,,Saudi Arabia,,,,,
38522,,Spain,,,,450,56
38523,,Thailand,,,,2000,209
38524,,U.S.America,,,,4730,515
38525,,United Arab Emirates,,,,,
38526,,United Kingdom,,,,6346,426
38527,71171100.0,CUFF-LINKS/STUDS-BASE METAL,GM,,,,
38528,,South Africa,,,,,
38529,71171900.0,OTH IMITATION JEWELLERY B/METL,VAL,,,,3905
38530,,Bangladesh,,,,,2
38531,,Djibouti,,,,,
38532,,Germany,,,,,172
38533,,Italy,,,,,19
38534,,Jordan,,,,,
38535,,"Korea, Republic of",,,,,45
38536,,Kuwait,,,,,6
38537,,Malaysia,,,,,
38538,,Mauritius,,,,,
38539,,Netherlands,,,,,1
38540,,Saudi Arabia,,,,,195
38541,,South Africa,,,,,
38542,,Thailand,,,,,89
38543,,U.S.America,,,,,2109
38544,,United Arab Emirates,,,,,280
38545,,United Kingdom,,,,,988
38546,71179000.0,"OTH IMITATION JEWEL B/METL,N.S",VAL,,301,,29026
38547,,Afghanistan,,,,,104
38548,,Argentina,,,,,46
38549,,Australia,,,,,11
38550,,Bahrain,,,,,22
38551,,Bangladesh,,,,,
38552,,Belgium,,,,,13
38553,,Canada,,,,,63
38554,,Chile,,,,,745
38555,,China,,,,,103
38556,,Colombia,,,,,
38557,,Denmark,,,,,
38558,,France,,,,,23
38559,,Germany,,,,,320
38560,,Ghana,,,,,159
38561,,Hong Kong S.A.Re.Chi,,,,,
38562,,India,,,,,364
38563,,Italy,,,,,1069
38564,,Japan,,,,,32
38565,,Jordan,,,,,13
38566,,Kuwait,,,,,37
38567,,Malawi,,,,,8
38568,,Malaysia,,,,,
38569,,Mauritius,,,,,178
38570,,Mozambique,,,,,
38571,,Nepal,,,,,53
38572,,Netherlands,,,,,12
38573,,Norway,,,,,
38574,,Oman,,,,,2
38575,,Poland,,,,,178
38576,,Qatar,,,,,203
38577,,Russian Federation,,,,,10
38578,,Saudi Arabia,,,,,170
38579,,South Africa,,,,,
38580,,Spain,,,,,97
38581,,Sri Lanka,,,,,
38582,,Thailand,,,,,1360
38583,,Turkey,,,,,515
38584,,U.S.America,,,5,,20310
38585,,United Arab Emirates,,,,,1323
38586,,United Kingdom,,,296,,1483
38587,72012000.0,NON-ALLOY PIG IRON>0.5% PHOSP,MT,,,,
38588,,Afghanistan,,,,,
38589,72021100.0,FERRO-MANGANESE CONT 2% CARBON,MT,,,508,1734
38590,,South Sudan,,,,508,1734
38591,72022100.0,FERRO-SLICON CONT >55% SILICON,MT,,,50,23
38592,,U.R.of Tanzania,,,,50,23
38593,72022900.0,OTH FERRO-SILICON,MT,,,500,57
38594,,U.R.of Tanzania,,,,500,57
38595,72024100.0,FERRO-CHROMIUM CONT >4% CARBON,MT,,,1,12
38596,,U.R.of Tanzania,,,,1,12
38597,72031000.0,FEROUS PROD BY DIR RUD IRONORE,MT,,,,
38598,,Oman,,,,,
38599,72041020.0,WASTE&SCRAP OF AUTO PARTS,MT,8,622,8,622
38600,,Netherlands,,,,,
38601,,Thailand,,8,622,8,622
38602,,United Arab Emirates,,,,,
38603,,United Kingdom,,,,,
38604,72041090.0,OTH WASTE/SCRAP OF CAST IRON,MT,,,891,5517
38605,,Afghanistan,,,,,
38606,,Bangladesh,,,,,
38607,,Belgium,,,,,
38608,,China,,,,13,1024
38609,,Netherlands,,,,28,1127
38610,,Saudi Arabia,,,,325,149
38611,,Sri Lanka,,,,,
38612,,U.S.America,,,,1,32
38613,,United Arab Emirates,,,,27,2072
38614,,United Kingdom,,,,497,1113
38615,72042100.0,WASTE/SCRAP OF STAINLESS STEEL,MT,1043,65331,9418,662533
38616,,Afghanistan,,,,4,105
38617,,Belgium,,,,24,1930
38618,,China,,,,100,9983
38619,,India,,1043,65331,7974,547668
38620,,Japan,,,,34,2387
38621,,"Korea, Republic of",,,,13,742
38622,,Malaysia,,,,,
38623,,Netherlands,,,,381,25718
38624,,O.Asia(Tai.For.Pe.Ki,,,,92,10653
38625,,Singapore,,,,17,1817
38626,,South Sudan,,,,1,89
38627,,Thailand,,,,245,16796
38628,,United Kingdom,,,,63,5345
38629,72042900.0,WASTE/SCRAP OF OTH ALLOY STEEL,MT,,,240,18152
38630,,Afghanistan,,,,14,758
38631,,Belgium,,,,,
38632,,India,,,,134,6815
38633,,O.Asia(Tai.For.Pe.Ki,,,,27,3237
38634,,Slovenia,,,,,
38635,,Thailand,,,,10,1259
38636,,United Arab Emirates,,,,,
38637,,United Kingdom,,,,55,6083
38638,72043000.0,WASTE/SCRAP TINNED IRON/STL,MT,,,89,4405
38639,,India,,,,37,1879
38640,,Oman,,,,,
38641,,Slovenia,,,,,
38642,,United Kingdom,,,,52,2526
38643,72044100.0,"TURNING,SHAVING,MILLING WASTE",MT,,,36,1463
38644,,United Kingdom,,,,36,1463
38645,72044920.0,OTH WASTE&SCRAP OF AUTO PARTS,MT,,,12,1506
38646,,O.Asia(Tai.For.Pe.Ki,,,,3,630
38647,,South Africa,,,,3,203
38648,,United Arab Emirates,,,,6,673
38649,72044990.0,OTH WASTE AND SCRAP,MT,,,19,953
38650,,Hong Kong S.A.Re.Chi,,,,19,953
38651,72061000.0,INGOTS OF IRON ON STEEL.,MT,,,,
38652,,Kenya,,,,,
38653,72069000.0,OTHPRIM FORM (EXCL H-72.03),MT,985,55250,21170,1143951
38654,,Afghanistan,,985,55250,21170,1143951
38655,,United Kingdom,,,,,
38656,72071110.0,BILLETS RECT/SQUAR IRON/NA.STL,MT,,,,
38657,,U.S.America,,,,,
38658,72072090.0,OTH SEMI FINISH PRODU IRON/STL,MT,3,313,3,313
38659,,Afghanistan,,3,313,3,313
38660,72081090.0,OTH COILS NOT FUR WORK I/S HR,MT,,,37,1994
38661,,Afghanistan,,,,37,1994
38662,,Djibouti,,,,,
38663,72082790.0,OTH C-HR I/NA.STEEL TH < 3 mm,MT,39,2264,39,2264
38664,,Afghanistan,,39,2264,39,2264
38665,,United Arab Emirates,,,,,
38666,72083990.0,OTH COIL-HR I/NA-S TH < 3 mm,MT,,,8554,501258
38667,,Afghanistan,,,,269,16414
38668,,Canada,,,,,
38669,,Oman,,,,2,62
38670,,South Africa,,,,7191,415659
38671,,Sri Lanka,,,,,
38672,,Trinidad and Tobago,,,,,
38673,,U.S.America,,,,244,16023
38674,,United Arab Emirates,,,,800,49631
38675,72085190.0,OTH  H.R. I/S PRODUCTS TH>10MM,MT,,,,
38676,,United Arab Emirates,,,,,
38677,72085490.0,OTH I/S PROD H-ROLL TH<3 MM,MT,,,135,12
38678,,Japan,,,,135,12
38679,72091590.0,OTH COIL I/NA-S CR TH 3mm OR >,MT,,,10,673
38680,,United Arab Emirates,,,,10,673
38681,72091690.0,OTH CR COIL IR / NA-S TH 1-3mm,MT,,,469,23848
38682,,Afghanistan,,,,,
38683,,China,,,,1,42
38684,,Saudi Arabia,,,,,
38685,,Sri Lanka,,,,151,7854
38686,,Trinidad and Tobago,,,,20,1163
38687,,U.S.America,,,,,
38688,,United Arab Emirates,,,,297,14789
38689,72091790.0,OTH CR COIL I /NA-S TH 0.5-1mm,MT,80,4949,976,50602
38690,,Afghanistan,,80,4949,976,50602
38691,,Trinidad and Tobago,,,,,
38692,,United Arab Emirates,,,,,
38693,72091890.0,OTH CR COIL I/NA-ST TH < 0.5mm,MT,,,,
38694,,Trinidad and Tobago,,,,,
38695,,U.S.America,,,,,
38696,72092790.0,OTH C-ROL I/S TH 0.5 MM-1MM,MT,,,51,2247
38697,,Sri Lanka,,,,51,2247
38698,,Trinidad and Tobago,,,,,
38699,72092890.0,OTH COLD-ROL I/S TH < 0.5 MM,MT,,,,
38700,,Saudi Arabia,,,,,
38701,72099090.0,OTH FLT/C-ROL PROD I/S WD>600M,MT,,,,
38702,,Afghanistan,,,,,
38703,,Egypt(U.A.R.),,,,,
38704,,Sri Lanka,,,,,
38705,,Trinidad and Tobago,,,,,
38706,,United Arab Emirates,,,,,
38707,72101190.0,OTH-I/S PLAT/COAT TIN 0.5MM/>,MT,,,25,1825
38708,,Afghanistan,,,,,
38709,,Saudi Arabia,,,,,
38710,,United Arab Emirates,,,,25,1825
38711,72104910.0,OTH FR I/NA-S P/C ZINC S/QLTY,MT,,,195,10592
38712,,South Africa,,,,195,10592
38713,72104990.0,OTH FR I/NA-S P/C ZINC T 600mm,MT,7342,397492,24786,1387963
38714,,Afghanistan,,,,,
38715,,Australia,,,,,
38716,,Canada,,,,468,29440
38717,,Kenya,,46,2926,46,2926
38718,,Poland,,,,,
38719,,Saudi Arabia,,,,150,8510
38720,,South Africa,,4310,213065,4954,253236
38721,,South Sudan,,,,50,2890
38722,,Sri Lanka,,,,49,2671
38723,,Suriname,,,,72,4485
38724,,Trinidad and Tobago,,214,11160,2798,170909
38725,,U.S.America,,2435,149944,9744,573052
38726,,United Arab Emirates,,337,20398,6455,339846
38727,72105090.0,OTH F-RO I/ST COAT CHRO OXIDE,MT,,,,
38728,,Bangladesh,,,,,
38729,72106190.0,OT FR I/NA-S P/C ALUM-ZINC ALY,MT,,,,
38730,,Oman,,,,,
38731,72107090.0,OTH VCM SHEET PRINTED VARNISHD,MT,,,449,31268
38732,,Djibouti,,,,3,344
38733,,U.S.America,,,,70,7314
38734,,United Arab Emirates,,,,376,23611
38735,72109090.0,OTH FR I/NA-S PLASTIC COATED/P,MT,,,,
38736,,Trinidad and Tobago,,,,,
38737,,United Arab Emirates,,,,,
38738,72111390.0,OTH HR I/ST PROD 4FACE ROLTH4M,MT,,,113,5288
38739,,Saudi Arabia,,,,113,5288
38740,72111490.0,OT FR I/NA-S HR W>150 TH4.75/>,MT,,,15,1318
38741,,Djibouti,,,,15,1318
38742,72111910.0,COLD ROLL STL STRIP TH<0.5MM,MT,,,528,25207
38743,,Afghanistan,,,,528,25207
38744,72111990.0,OTH COLD ROLL STEEL STRIP,MT,,,1,36
38745,,United Arab Emirates,,,,1,36
38746,72131090.0,"OT BAR&ROD I/NA-S HR(RIBS,GRO)",MT,,,36,1
38747,,Philippines,,,,,
38748,,U.S.America,,,,36,1
38749,72139190.0,OTH BAR&ROD HR I/S DIA<14mm,MT,,,166,14513
38750,,Afghanistan,,,,166,14513
38751,72139990.0,OTH BAR&ROD I/S HR IN-COIL,MT,,,1,94
38752,,United Arab Emirates,,,,1,94
38753,72141090.0,OTH BAR&ROD I/S HR FORGED,MT,,,50,3
38754,,U.S.America,,,,50,3
38755,72149990.0,OTH B/ROD I/S HR TWISTED ROL,MT,,,,
38756,,D.R.of Congo,,,,,
38757,72151090.0,OT B/ROD FRE CUT STL COLD FORM,MT,,,29,2264
38758,,Afghanistan,,,,25,2111
38759,,D.R.of Congo,,,,,15
38760,,Saudi Arabia,,,,4,138
38761,72159090.0,OTH BAR&ROD IRON/NON ALOY-STL,MT,,,9,2
38762,,Japan,,,,9,2
38763,72161000.0,"U,I,H SECTIONS H-ROL HIGH<80MM",MT,,,,
38764,,Afghanistan,,,,,
38765,72162100.0,L SEC H/ROL HT<80 MM 1/NA STEL,MT,,,104,6041
38766,,Afghanistan,,,,104,6041
38767,72162200.0,T SEC H/ROL HT<80 MM 1/NA STEL,MT,,,2905,129941
38768,,Afghanistan,,,,2905,129941
38769,72163190.0,OTH U.SECTION H-ROL I/NA STEEL,MT,,,1,25
38770,,Kuwait,,,,1,25
38771,72163210.0,I SEC H-ROL I/NA STL HT>200 MM,MT,,,38,2831
38772,,Afghanistan,,,,38,2831
38773,72165000.0,OTH ANGLE/SHAPE SEC HOT H/ROL,MT,,,1502,545
38774,,Afghanistan,,,,,
38775,,Canada,,,,2,179
38776,,United Kingdom,,,,1500,366
38777,72169900.0,OTH ANGLE/SHAPE SEC IRON/STEEL,MT,,,,
38778,,Afghanistan,,,,,
38779,72172000.0,WIRE OF I/S PLATED/COAT W/ZINC,MT,,,248,17533
38780,,Afghanistan,,,,248,17533
38781,72173090.0,OTH P/COAT I/S WIR W/O BAS-MET,MT,,,368,1713
38782,,Afghanistan,,,,,
38783,,Burundi,,,,160,143
38784,,Guinea,,,,17,52
38785,,Kenya,,,,,
38786,,"Korea, Republic of",,,,1,266
38787,,South Africa,,,,,
38788,,United Arab Emirates,,,,5,200
38789,,United Kingdom,,,,185,1052
38790,72179000.0,OTH WIRE OF IRON/NON-ALOY-STEL,MT,40,2707,72,5817
38791,,Afghanistan,,40,2707,62,5443
38792,,Singapore,,,,,
38793,,U.S.America,,,,10,374
38794,,United Arab Emirates,,,,,
38795,72181000.0,INGOTS & OTH PRI FORM ST/STEEL,MT,,,,
38796,72189900.0,OTH SEMI-FINISHED PRO ST/STEEL,MT,,,,
38797,,Afghanistan,,,,,
38798,72191400.0,COILS ST/STEL-HR TH>3MM,MT,,,3,230
38799,,Azerbaijan,,,,2,189
38800,,United Arab Emirates,,,,1,41
38801,72199010.0,O SHET CIR SHAPE ALL SIZE S-ST,MT,,,,7
38802,,Afghanistan,,,,,
38803,,United Arab Emirates,,,,,7
38804,72199090.0,OTH FRP S-STL W 600 mm OR MORE,MT,,,56,6932
38805,,Afghanistan,,,,56,6932
38806,72230000.0,WIRE OF STAINLESS STEEL,MT,,,2,179
38807,,Afghanistan,,,,,
38808,,Saudi Arabia,,,,2,179
38809,72253000.0,OTH NFW HOT/ROLLED IN COILS,MT,,,224,10545
38810,,Saudi Arabia,,,,224,10545
38811,72262000.0,FLAT/ROL PROD HIGH SPEED STEL,MT,,,2,72
38812,,Japan,,,,2,72
38813,,U.S.America,,,,,
38814,72279000.0,OTH BAR/ROD H/ROLL W/COIL A/ST,MT,,,68,4374
38815,,Afghanistan,,,,68,4374
38816,,United Arab Emirates,,,,,
38817,72281000.0,BAR/RODS OF HIGH SPEED STEEL,MT,,,103,2890
38818,,Oman,,,,50,3
38819,,U.S.America,,,,3,2876
38820,,United Arab Emirates,,,,50,10
38821,72282010.0,SPRING STEEL(SUP-9&EQUIVALENT),MT,,,,
38822,,Saudi Arabia,,,,,
38823,72282090.0,OTH BAR/RODS OF HIGH SPEEDSTEL,MT,,,,
38824,,U.S.America,,,,,
38825,72287000.0,"ANGLES, SHAPES AND SECTIONS",MT,,,,
38826,,United Kingdom,,,,,
38827,72299000.0,"OTH,WIRE OF OTHER ALLOY STEEL",MT,,,111,765
38828,,Afghanistan,,,,10,516
38829,,Belgium,,,,,
38830,,Djibouti,,,,1,150
38831,,Senegal,,,,100,99
38832,,United Arab Emirates,,,,,
38833,,United Kingdom,,,,,
38834,73011000.0,SHEET PILING IRON AND STEEL,MT,,,58,345
38835,,Afghanistan,,,,,
38836,,Saudi Arabia,,,,1,30
38837,,U.R.of Tanzania,,,,57,315
38838,,United Kingdom,,,,,
38839,73012000.0,ANGLE SHAPES & SECTIONS OF I/S,MT,,,50,3675
38840,,Afghanistan,,,,50,3675
38841,,United Arab Emirates,,,,,
38842,73023000.0,"SWITCH BLADE, CROSS-FROG P/ROD",MT,,,670,43193
38843,,Sudan,,,,670,43193
38844,73024000.0,FISH-PLATES AND SOLE PLATES,MT,,,184,35106
38845,,South Sudan,,,,184,35106
38846,,Sudan,,,,,
38847,73029000.0,OTHER MATERIALS JOINTING RAILS,MT,179,43615,2493,434890
38848,,Afghanistan,,,,,
38849,,Australia,,,,26,419
38850,,Germany,,,,,
38851,,Saudi Arabia,,,,,
38852,,South Africa,,,,,
38853,,South Sudan,,179,43615,1806,382898
38854,,Sudan,,,,650,50334
38855,,U.S.America,,,,4,694
38856,,United Arab Emirates,,,,7,546
38857,73030000.0,"TUBE/PIPE,HOLOW PROFILE C/IRON",MT,,,143,10935
38858,,Afghanistan,,,,,
38859,,D.R.of Congo,,,,143,10935
38860,,Germany,,,,,
38861,,South Africa,,,,,
38862,,Sri Lanka,,,,,
38863,73041100.0,L.P FOR OIL&GAS S-STL SEAMLESS,MT,,,326,33238
38864,,Afghanistan,,,,1,203
38865,,India,,,,265,26105
38866,,O.Asia(Tai.For.Pe.Ki,,,,37,4348
38867,,Singapore,,,,22,2561
38868,,U.R.of Tanzania,,,,1,21
38869,,United Kingdom,,,,,
38870,73041900.0,OTH LINE PIPE I/S FOR OIL&GAS,MT,,,40,3182
38871,,Afghanistan,,,,34,2796
38872,,Kuwait,,,,,
38873,,Saudi Arabia,,,,1,78
38874,,South Africa,,,,1,63
38875,,U.S.America,,,,,
38876,,United Arab Emirates,,,,4,245
38877,73042300.0,OTH DRILL PIPE I/S FOR OIL&GAS,MT,,,,
38878,,United Arab Emirates,,,,,
38879,73042400.0,OTHER PIPE OF STAINLESS STEEL,MT,,,171,11892
38880,,Bahrain,,,,1,1304
38881,,Maldives,,,,,
38882,,Saudi Arabia,,,,,
38883,,United Kingdom,,,,150,50
38884,73042900.0,"OTH CASING,TUBING I/S-OIL/GAS",MT,,,911,2121
38885,,Afghanistan,,,,,
38886,,China,,,,,
38887,,Saudi Arabia,,,,901,1221
38888,,Turkey,,,,10,900
38889,73043100.0,O- COLD-ROLLRD C.C.SEC I/N.A.S,MT,,,1,406
38890,,U.S.America,,,,1,406
38891,73043900.0,OTH CROSS SECTION OF N.A-STEEL,MT,,,5,667
38892,,U.S.America,,,,1,148
38893,,United Kingdom,,,,4,520
38894,73045900.0,O-CIR CROSS SEC OF (ALLOY-STL),MT,,,,
38895,,U.S.America,,,,,
38896,73049000.0,O-TUBE PIPE/HOLLOW -PRO SEAMLE,MT,,,363,410
38897,,Japan,,,,83,21
38898,,Oman,,,,2,182
38899,,United Arab Emirates,,,,278,206
38900,73051100.0,LINE PIPE USED OIL/GAS WELDED,MT,,,263,16564
38901,,United Arab Emirates,,,,263,16564
38902,73053100.0,"OTHER, LONGITUDINALLY WELDED",MT,,,,
38903,,Germany,,,,,
38904,73053900.0,"OTHER, WELDED TUBES AND PIPES",MT,,,,
38905,,Afghanistan,,,,,
38906,73059000.0,"OTHER, TUBES AND PIPES",MT,59,4193,1466,79546
38907,,Afghanistan,,59,4193,1466,79546
38908,,Saudi Arabia,,,,,
38909,,U.S.America,,,,,
38910,,United Arab Emirates,,,,,
38911,73061100.0,L.P-WELDED OF STA-STL(OIL/GAS),MT,,,,
38912,,Oman,,,,,
38913,,U.S.America,,,,,
38914,,United Arab Emirates,,,,,
38915,73061900.0,OTH-LINE PIPE O/G PIPELINE I/S,MT,,,,
38916,,Afghanistan,,,,,
38917,,Mozambique,,,,,
38918,,Saudi Arabia,,,,,
38919,73062900.0,O-CASING/TUB LINE PIPE O/G I/S,MT,26,1330,34,1695
38920,,South Sudan,,26,1330,26,1330
38921,,United Arab Emirates,,,,8,365
38922,,Canada,,3,229,685,869
38923,,Peru,,,,100,142
38924,,U.S.America,,,,7,402
38925,73063090.0,O-C.C.SEC OF I/NON ALLOY-STL.S,MT,,,705,48239
38926,,Australia,,,,119,7549
38927,,Canada,,,,262,17976
38928,,Iraq,,,,,
38929,,Sri Lanka,,,,192,14318
38930,,U.R.of Tanzania,,,,2,249
38931,,U.S.America,,,,130,8148
38932,73064000.0,O-WELDED C.C.SEC OF STAIN-STL,MT,,,,
38933,,Bahrain,,,,,
38934,,China,,,,,
38935,,Libya,,,,,
38936,73066100.0,"O-TUBE,PIPE WELD SQUARE C-SEC",MT,,,,
38937,,United Arab Emirates,,,,,
38938,73069000.0,OTH TUBE PIPE HW-PROFILR I/STL,MT,6457,434748,91642,6133808
38939,,Afghanistan,,2776,168028,37353,2226611
38940,,Angola,,,,109,8372
38941,,Australia,,418,27019,4778,316849
38942,,Bahrain,,,,227,15320
38943,,Belgium,,25,1408,767,48192
38944,,Canada,,1317,95794,10185,747534
38945,,Germany,,,,2074,109654
38946,,Guinea,,,,2,162
38947,,Iraq,,,,101,6566
38948,,Ireland,,,,654,36853
38949,,Kuwait,,,,,
38950,,Netherlands,,,,122,7319
38951,,Oman,,28,1633,196,11807
38952,,Puerto Rico,,,,423,34434
38953,,Qatar,,,,75,4208
38954,,Saudi Arabia,,,,,
38955,,Sri Lanka,,1244,98624,20643,1626942
38956,,Trinidad and Tobago,,43,3034,949,65676
38957,,U.S.America,,50,2713,10629,723316
38958,,United Arab Emirates,,,,635,38929
38959,,United Kingdom,,251,15499,1260,73449
38960,,Yemen,,305,20997,460,31615
38961,73071190.0,OTH TUBE/PIPE FITING CAST IRON,MT,,,2,140
38962,,Saudi Arabia,,,,,
38963,,U.S.America,,,,1,72
38964,,United Arab Emirates,,,,1,68
38965,73071990.0,OTH MALLEABLE IRON PIPE FITING,MT,,,,
38966,,Germany,,,,,
38967,,Saudi Arabia,,,,,
38968,73072200.0,"THREADED ELBO,BEND,SLV S/STEEL",MT,,,67,3377
38969,73072900.0,"OTH TUBE,PIP FITTING STAINSTEL",MT,,,803,1133
38970,,Afghanistan,,,,,
38971,,Bahrain,,,,2,142
38972,,Guinea,,,,,
38973,,Oman,,,,120,26
38974,,Saudi Arabia,,,,7,513
38975,,U.S.America,,,,670,145
38976,,United Arab Emirates,,,,4,307
38977,73079120.0,OTH FLANGES FOR M-CARS&VEHI,MT,,,810,1286
38978,,Fiji,,,,807,1051
38979,,Thailand,,,,3,234
38980,73079190.0,OTH FLANGES OF IRON & STEEL,MT,,,,
38981,,Saudi Arabia,,,,,
38982,73079900.0,"OTH TUBE,PIP FIT IRN/STEL NEC",MT,,,67,3527
38983,,Afghanistan,,,,,
38984,,Kuwait,,,,31,931
38985,,Mozambique,,,,2,211
38986,,Saudi Arabia,,,,10,839
38987,,U.S.America,,,,,
38988,,United Arab Emirates,,,,24,1546
38989,73081000.0,BRIDGES AND BRIDGE-SECTIONS,MT,,,2,130
38990,,Afghanistan,,,,,
38991,,Singapore,,,,2,130
38992,73082000.0,TOWERS AND LATTICE MASTS,MT,,,335,20586
38993,,Afghanistan,,,,290,18803
38994,,Bahrain,,,,45,1783
38995,73083000.0,"DOR,WIN/FRAMES,TH-HOLD,FORDORS",MT,,,408,3012
38996,,Afghanistan,,,,400,2524
38997,,Jordan,,,,,
38998,,Kenya,,,,,
38999,,Saudi Arabia,,,,2,109
39000,,U.S.America,,,,3,235
39001,,United Arab Emirates,,,,,
39002,,United Kingdom,,,,3,144
39003,73084000.0,EQUIP SC-FOLD SHUT PROP PITPRO,MT,8,638,1075,77413
39004,,Afghanistan,,,,2,80
39005,,D.R.of Congo,,,,,
39006,,Netherlands,,,,,
39007,,Saudi Arabia,,,,36,2140
